loss,dice_score,val_loss,val_dice_score,lr
0.06481146067380905,0.0065497346222400665,0.0248880535364151,0.0031754968222230673,0.001
0.022975893691182137,0.00532129779458046,0.02284962497651577,0.005925898905843496,0.001
0.019677666947245598,0.005997678730636835,0.01610339805483818,0.004874807316809893,0.001
0.014095931313931942,0.006153119262307882,0.014776188880205154,0.007360425312072039,0.001
0.011029728688299656,0.00825682282447815,0.010437306016683578,0.010137387551367283,0.001
0.009021361358463764,0.012425830587744713,0.008503901772201061,0.01641331985592842,0.001
0.007881608791649342,0.018054410815238953,0.007845582440495491,0.019892411306500435,0.001
0.008023516274988651,0.021358869969844818,0.00804260466247797,0.0181999821215868,0.001
0.008175092749297619,0.024700308218598366,0.007666314020752907,0.023887597024440765,0.001
0.007194807752966881,0.020953867584466934,0.0069415392354130745,0.02315320447087288,0.001
0.00629780488088727,0.02220733091235161,0.00740825105458498,0.021510759368538857,0.001
0.007458848878741264,0.022100333124399185,0.007065971381962299,0.02644355408847332,0.001
0.006077711936086416,0.027745183557271957,0.005961484741419554,0.030308019369840622,0.001
0.005852877162396908,0.023880939930677414,0.006018182262778282,0.02883017435669899,0.001
0.005177835002541542,0.033237285912036896,0.005706074647605419,0.03843560442328453,0.001
0.006520966067910194,0.03990618884563446,0.005290747154504061,0.03678925707936287,0.001
0.005993932485580444,0.037292204797267914,0.00538932578638196,0.0369296558201313,0.001
0.0043534873984754086,0.03538481518626213,0.0059654745273292065,0.0407305546104908,0.001
0.004716719966381788,0.03655591234564781,0.005416117142885923,0.04120609909296036,0.001
0.004430642817169428,0.02819163165986538,0.005037595517933369,0.03472203388810158,0.001
0.004877918865531683,0.033100374042987823,0.005110094789415598,0.03854525089263916,0.001
0.005702555179595947,0.041146982461214066,0.005017272662371397,0.04414435848593712,0.001
0.004244977608323097,0.037859875708818436,0.004456968978047371,0.0382879339158535,0.001
0.003965778276324272,0.04290131479501724,0.004563349299132824,0.04677882045507431,0.001
0.005089281126856804,0.04178904742002487,0.0051069557666778564,0.05236091464757919,0.001
0.0047408537939190865,0.04095938801765442,0.004582778550684452,0.03556903451681137,0.001
0.00473350053653121,0.03264232352375984,0.004437285475432873,0.04672593995928764,0.001
0.005370697472244501,0.05746159702539444,0.005802674684673548,0.054065901786088943,0.001
0.003832531627267599,0.04361703246831894,0.004512503743171692,0.04550819471478462,0.001
0.005219306331127882,0.04109074920415878,0.0053206197917461395,0.05010031536221504,0.001
0.00391220860183239,0.05103321000933647,0.004532511346042156,0.05258277431130409,0.001
0.005445822142064571,0.046752944588661194,0.004251427017152309,0.04742027074098587,0.00020000001
0.005238816142082214,0.046001844108104706,0.004896434023976326,0.05325796455144882,0.00020000001
0.003926904872059822,0.04651689529418945,0.00436266977339983,0.062039490789175034,0.00020000001
0.004712867550551891,0.06671908497810364,0.004134343005716801,0.05467341095209122,0.00020000001
0.0035914829932153225,0.04320225864648819,0.004082303028553724,0.04789756238460541,0.00020000001
0.0041744098998606205,0.03493975102901459,0.004138346295803785,0.051717523485422134,0.00020000001
0.004237444140017033,0.04157945141196251,0.0041608503088355064,0.05338943377137184,4.0000003e-05
0.0036005154252052307,0.047568269073963165,0.004169812425971031,0.05574512854218483,4.0000003e-05
0.003781641600653529,0.049547675997018814,0.004139040131121874,0.057987529784440994,4.0000003e-05
0.003860762109979987,0.05032014846801758,0.0041373190470039845,0.05926268920302391,4.0000003e-05
0.004496009089052677,0.052659083157777786,0.004140092059969902,0.05931537598371506,8.000001e-06
0.003698443528264761,0.04801513999700546,0.0041443174704909325,0.05921771749854088,8.000001e-06
0.00416248943656683,0.0603049173951149,0.004142045043408871,0.05913360416889191,8.000001e-06
0.004649135749787092,0.0672595351934433,0.004142135381698608,0.05887245386838913,8.000001e-06
0.0044338759034872055,0.05482976883649826,0.004142308607697487,0.0587950125336647,1.6000001e-06
0.004714724607765675,0.04599476233124733,0.004143398720771074,0.058704376220703125,1.6000001e-06
0.004069140180945396,0.04522299766540527,0.004145313985645771,0.05863877758383751,1.6000001e-06
0.005117723252624273,0.04736395552754402,0.0041474406607449055,0.05857643485069275,1.6000001e-06
